,DNA16S_1,DNA16S_2,DNA16S_3,DNA16S_4,DNA16S_5,DNA16S_6,DNA16S_8,DNA16S_9,DNA16S_10,DNA16S_11,DNA16S_12,DNA16S_13,DNA16S_14,DNA16S_15,DNA16S_16,DNA16S_17,DNA16S_18,DNA16S_20,DNA16S_21,DNA16S_22,DNA16S_23,DNA16S_24,DNA16S_25,DNA16S_26,DNA16S_27,DNA16S_28,DNA16S_29,DNA16S_31,DNA16S_33,DNA16S_34,DNA16S_35,DNA16S_36,DNA16S_37,DNA16S_38,DNA16S_39,DNA16S_40,DNA16S_41,DNA16S_42,DNA16S_43,DNA16S_44,DNA16S_45,DNA16S_46,DNA16S_47,DNA16S_48,DNA16S_49,DNA16S_50,DNA16S_51,DNA16S_52,DNA16S_53,DNA16S_54,DNA16S_55,DNA16S_56,DNA16S_57,DNA16S_58,DNA16S_59,DNA16S_60
OTU179,0.10535095,0.070414271,0.061789889,0.128574545,0.106341841,0.100788712,0.060208724,0.078783947,0.096408773,0.092408097,0.069799907,0.113707222,0,0.108674175,0,0,0.052502625,0.045089474,0,0.097099948,0.089533373,0.054078414,0,0.073127212,0.027540622,0.077799869,0.071982974,0.084681175,0.062601728,0.06179674,0.098670099,0.091533181,0.014545455,0.04633358,0.046169828,0.114277288,0.10388365,0.100051455,0.009042,0.085639957,0.045863144,0.130024921,0.047199497,0.043410105,0.042745481,0.069836466,0.07353739,0.028400014,0.050381264,0.02266366,0.076112587,0.051733057,0.034472655,0.045811144,0.028579084,0.025348542
OTU180,0.260450961,0.22151156,0.25850872,0.276664868,0.345610982,0.151982978,0.107037731,0.037074798,0.177151121,0.153050911,0,0.429153065,0.222660475,0.153131792,0.360230548,0.282663317,0.245012251,0.388896717,0.33113737,0.368979803,0.330044591,0.261379,0.114774948,0.242782344,0.151473423,0.287736024,0.181522283,0.118553646,0.325528985,0.257486418,0.248820249,0.309687262,0.147878788,0.278001478,0.169289369,0.228554577,0.332960418,0.234406266,0.266739003,0.250456477,0.210970464,0.216708202,0.129798615,0.226697215,0.350105846,0.4841995,0.245928319,0.115375058,0.209694989,0.2266366,0.176103633,0.198012737,0.089628902,0.114527859,0.144681611,0.192226447
OTU181,0.035116983,0.404882056,0.268596865,0.637132788,0.01812645,1.633417057,0.053518865,0.083418296,0.030127742,0.040428543,0,0.069691523,0,0.276625173,0.972622478,0,0,0.016908553,0.024399596,0.051786639,0.026333345,0.027039207,0.499426125,0.140404247,0.142293216,0.070390358,0.477278418,0.34507579,0.056341555,0.100419703,0.703560704,0.04576659,0.004848485,0.076119452,0.007694971,0.416559148,0.013318417,0.037161969,0.081378001,0,0.424234085,0.113771806,1.014789176,0.026528397,0,0.016295175,0.613615267,0.007100004,0.024509804,0,0.144763156,0.039245768,0.125825189,1.288438413,0.096454407,0.523869877
OTU182,0.238502846,0.129092829,0.208067994,0.296180647,0.297273782,0.23357384,0.113727589,0.069515247,0.18076645,0.38984666,0.116333178,0.253090269,0.133596285,0.158071527,0,0.235552764,0.03500175,0.231083556,0.006971313,0,0.045644465,0,0.183019512,0.506040308,0.100982282,0.011114267,0.15491988,0.31120332,0.431951922,0.29610938,0.328185328,0.320366133,0.157575758,0.295652366,0.034627371,0.173259115,0.058601034,0.094334229,0.094941001,0.200365182,0.103192075,0.143569184,0.157331655,0.014470035,0.187265918,0.443461561,0.283299779,0.296425148,0.270969499,0.007932281,0.234307375,0.144495781,0.041367185,0.183244574,0.11788872,0.126742712
OTU183,0.05560189,0.013202676,0,0,0.02296017,0.003199642,0,0,0,0,0.093066543,0,0,0,0,0.031407035,0,0,0,0,0.014044451,0,0.006204051,0,0,0.019758697,0,0.012702176,0.075122073,0,0,0.044241037,0,0.016547707,0,0.088472739,0.0159821,0.014293065,0,0,0,0,0.039332914,0,0,0,0,0,0,0,0.002984807,0,0,0,0,0
OTU184,0.175584917,0.19217228,0.245898538,0.130870519,0.192140371,0.203177244,0.194005887,0.106590045,0.154254037,0.193479454,0.023266636,0.245754319,0.381703671,0.128433116,0.054034582,0,0.420021001,0.163449345,0.226567674,0.233039876,0.159755627,0.144209103,0.04963241,0.017550531,0.032130726,0.125961693,0.126752629,0.084681175,0.137723801,0.09269511,0.075075075,0.100686499,0.109090909,0.184231138,0.11542457,0.154827294,0.173139417,0.154365102,0.280302003,0.045243751,0.133003119,0.21399935,0.062932662,0.08682021,0.061064973,0.094279229,0.089209292,0.069225035,0.078976035,0.06799098,0.059696147,0.076707637,0.027578124,0.045811144,0.082164866,0.126742712
OTU185,0.122909442,0.01466964,0.123579778,0.115946687,0.090632251,0.126385845,0.167246454,0.273426638,0.075921909,0.181928441,0.10469986,0.128379122,0.08906419,0,0.162103746,0,0,0.005636184,0.052284848,0.278353185,0.035111127,0.144209103,0.09926482,0.125778805,0.339667676,0.124726774,0.397471207,0.347192819,0.194065356,0.020598913,0.435435435,0.259344012,0.041212121,0.098183062,0.126967027,0.018431821,0.146502584,0.105768681,0.103983001,0.122804466,0.126123647,0.108354101,0.062932662,0.101290245,0.201514411,0.080311936,0.101264602,0.145550073,0.092592593,0.099720104,0.276094678,0.046381362,0.489511695,0.223329325,0.175046888,0.088719899
OTU186,0.008779246,0.027872315,0.081966179,0.019515779,0.090632251,0.073591758,0.207385603,0.023171749,0.061460593,0.257010021,0.10469986,0.073359498,0,0,0.162103746,0,0,0.067634212,0.013942626,0,0.003511113,0,0.046530384,0.432913096,0.174423942,0.058041172,0.233162243,0.122787704,0.100162764,0.139042665,0.034320034,0.053394355,0.08,0.055159023,0.007694971,0.06266819,0.133184167,0.005717226,0,0.11957277,0.018345258,0,0,0.045821777,0,0.022114881,0.08679823,0,0.014978214,0,0,0.067788144,0.0947998,0.103075073,0.005358578,0.035910435
OTU187,0.092182082,0.048409811,0.103403488,0.092986947,0.06767208,0.049594445,0.040139149,0.046343498,0.067486141,0.086632591,0.081433225,0.099035323,0.08906419,0.034578147,0.198126801,0.094221106,0,0.061998027,0.097598383,0.097099948,0.152733401,0,0.027918231,0.081902478,0.03672083,0.069155439,0.042250876,0,0.062601728,0.154491851,0.066495066,0.056445461,0.07030303,0.078325813,0.069254742,0.092159103,0.0639284,0.065748099,0.022605,0.071097323,0.029811044,0.111062954,0.02753304,0.081996865,0.105845953,0.121049875,0.200118142,0.026625013,0.066721133,0.09065464,0.049249321,0.044597463,0.006894531,0.022905572,0.010717156,0.048584706
OTU188,0.358485873,0.319798146,0.233288357,0.274368894,0.282772622,0.270369719,0.461600214,0.115858745,0.291636539,0.29455081,0.407166124,0.143051022,0.17812838,0.059276823,0.288184438,0.659547739,0.10500525,0.338171058,0.264909896,0.168306577,0.200133422,0.274898603,0.251264075,0.324684822,0.582943175,0.27415192,0.169003505,0.188415615,0.200325529,0.229162912,0.145860146,0.183066362,0.295757576,0.303374629,0.242391597,0.313340952,0.247722551,0.320164656,0.04521,0.09210335,0.050449459,0.097518691,0.169131529,0.053056795,0.083455463,0.115230169,0.113319912,0.134900067,0.183823529,0.201706574,0.229830164,0.253313592,0.108588862,0.29204604,0.1964812,0.103506548
OTU189,0.076086797,0.074815163,0.079444143,0.060843311,0.078547951,0.054393908,0.026759433,0.013903049,0.032537961,0.034653036,0,0,0.019085184,0.039517882,0,0.109924623,0,0.042271382,0.024399596,0.01294666,0.038622239,0.022532672,0.021714179,0.014625442,0.018360415,0.109907752,0.050075113,0.050808705,0,0.046347555,0.017160017,0.009153318,0.029090909,0.025373151,0.030779885,0.047922734,0.029300517,0.020010291,0.022605,0.021006027,0.004586314,0.037923935,0.007866583,0.012058362,0.036638984,0.034918233,0.020494027,0.014200007,0.034041394,0.010198647,0.055218936,0.019622884,0.017236327,0.040084751,0.010717156,0.016899028
OTU190,0,0,0.006305091,0.149238311,0,0,0.013379716,0.0092687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01728886,0.015648473,0,0,0.018024049,0,0.018306636,0,0,0,0,0,0,0,0,0,0,0,0.016881707,0.036638984,0.027934587,0.002411062,0.042600021,0.010893246,0.039661405,0,0.003567797,0.005170898,0,0,0.008449514
OTU191,0.026337738,0.013202676,0.007566109,0.009183896,0.00483372,0.020797671,0.020069575,0.032440449,0.009640877,0,0,0,0,0,0,0,0,0.016908553,0.017428283,0,0,0.036052276,0.006204051,0,0,0.033342801,0,0,0,0,0,0.012204424,0.026666667,0.008825444,0.019237428,0.040550006,0.0159821,0.011434452,0,0.017774331,0,0,0,0,0.006106497,0,0.006027655,0,0,0.002266366,0.008954422,0.003567797,0,0,0,0
OTU192,0.238502846,0.110022298,0.117274688,0.241077271,0.06888051,0.052794087,0.107037731,0.194642692,0.230175946,0.077969332,0.046533271,0.091699373,0.108149373,0.054337088,0,0,0.03500175,0.419895731,0.006971313,0.155359917,0.291422352,0.247859396,0.183019512,0.105303185,0.206554668,0.193882213,0.262894342,0.61817258,0.137723801,0.041197827,0.244530245,0.151029748,0.179393939,0.18864386,0.188526798,0.10690456,0.053273667,0.11434452,0.474705005,0.182590851,0.243074665,0.22483476,0.212397734,0.200168817,0.569939749,0.306116511,0.08679823,0.303525152,0.164760349,0.311625324,0.062680954,0.087411028,0.11375976,0.807421405,0.150040189,0.287283481
OTU193,0.117056612,0.048409811,0.092054325,0.099874869,0.101508121,0.131185307,0.026759433,0.106590045,0.07351169,0.054867308,0.174499767,0.066023548,0.019085184,0.098794705,0.054034582,0,0.0700035,0.067634212,0.045313535,0.064733299,0.129911169,0.009013069,0.027918231,0.099453008,0.068851556,0.139545797,0.082936905,0.038106529,0.050081382,0.056647012,0.023595024,0.027459954,0.058181818,0.110318047,0.050017314,0.055295462,0.13584785,0.022868904,0.04521,0.043627902,0.059622088,0.02167082,0.062932662,0.004823345,0.085490962,0.065180702,0.048221239,0,0.062636166,0.036261856,0.065665761,0.074923738,0.005170898,0.062990322,0.03929624,0.0295733
OTU194,0.017558492,0,0.046657671,0.01147987,0.02054331,0.012798567,0,0,0.056640154,0.046204049,0,0,0,0,0,0,0,0.022544737,0,0,0,0,0,0,0,0.013584104,0.029732098,0.027521382,0.012520346,0.015449185,0.034320034,0.012204424,0,0.004412722,0,0,0.005327367,0,0,0.006463393,0.006879472,0,0,0,0,0.003491823,0,0.005325003,0,0,0.010446826,0.017838985,0.063774411,0,0,0.008449514
OTU195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016052101,0,0,0,0.004070998,0,0,0,0,0,0,0,0,0,0,0
OTU196,0.153636803,0.09975355,0.119796724,0.205489674,0.182472931,0.047994625,0.133797164,0.389285383,0.086767896,0.222356984,0.209399721,0.19440267,0.069979006,0.024698676,0.270172911,0.219849246,0,0.095815133,0.062741817,0,0.140444507,0.067598017,0.062040512,0.465089069,0.211144772,0.185237784,0.042250876,0.190532645,0.175284838,0.229162912,0.049335049,0.186117468,0.099393939,0.039714497,0.030779885,0.081100011,0.061264717,0.042879195,0.04521,0.307011166,0.236195194,0.159822299,0.232064191,0.05788014,0,0.174591166,0.161541151,0.126025063,0.117102397,0.117851032,0.259678238,0.074923738,0.108588862,0,0.114316335,0
OTU197,0.057065098,0.017603568,0.049179708,0.058547337,0.04592034,0.055993729,0,0.037074798,0.028922632,0.043316296,0.046533271,0.077027473,0.012723456,0,0.090057637,0.047110553,0.140007,0.047907567,0.006971313,0.01941999,0.012288894,0.013519603,0.009306077,0.008775265,0.009180207,0.053101498,0.03442664,0.014819206,0,0,0.004290004,0,0.012121212,0.02316679,0.030779885,0.04423637,0.005327367,0.040020582,0,0.011310938,0.009172629,0.027088525,0.035399622,0.00964669,0.004070998,0.029098528,0.033754867,0.01952501,0.062636166,0.016997745,0.02835567,0.014271188,0.020683593,0.011452786,0.003572385,0.021123785
OTU198,0.122909442,0.08508391,0.145017087,0.150386298,0.094257541,0.092789608,0.040139149,0.023171749,0.104844541,0.164601923,0.069799907,0.080695448,0.101787646,0,0.234149856,0.298366834,0,0.067634212,0.041827878,0.064733299,0.084266704,0.022532672,0.043428359,0.108228274,0.013770311,0.104968077,0.06885328,0.074096028,0.043821209,0.051497284,0.077220077,0.155606407,0.031515152,0.103698964,0.069254742,0.058981826,0.082574184,0.040020582,0,0.063018081,0.089433132,0.075847871,0.007866583,0.094055227,0.014248494,0.048885526,0.066304204,0.007100004,0.062636166,0.047593686,0.06118855,0.044597463,0.065498044,0.040084751,0.042868626,0.044359949
OTU199,0.016095284,0.017603568,0.039091563,0.019515779,0.02537703,0.01919785,0.046829007,0.0092687,0.027717522,0.008663259,0,0.044015699,0,0.019758941,0,0,0,0.028180922,0,0.032366649,0.007022225,0.072104552,0.012408102,0.008775265,0.022950519,0.023463453,0.071982974,0.0359895,0.031300864,0.018024049,0.010725011,0.009153318,0,0.054055843,0,0,0.034627883,0.005717226,0.009042,0.021006027,0.006879472,0.005417705,0,0.050645122,0,0.002327882,0.004822124,0.010650005,0.083061002,0,0.004477211,0,0.062050778,0,0.048227204,0.012674271
OTU200,0.013168869,0.002933928,0.010088145,0.009183896,0.00845901,0.009598925,0,0,0.006025548,0.008663259,0,0.0146719,0.012723456,0,0,0,0,0.005636184,0,0,0,0.009013069,0,0,0,0,0.003129695,0.004234059,0,0.007724593,0,0.016781083,0,0,0.007694971,0.007372728,0,0,0,0,0,0,0,0,0,0.002327882,0.006027655,0,0.006808279,0,0,0.003567797,0,0.017179179,0,0
OTU201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010533338,0.112663362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU202,0.100961327,0.045475883,0.027742399,0.055103376,0.06404679,0.054393908,0.113727589,0.027806099,0.038563509,0.057755061,0.127966496,0.036679749,0.114511101,0.044457617,0,0.125628141,0,0.064816119,0.09062707,0.051786639,0.07197781,0.013519603,0,0.03802615,0.041310934,0.062980846,0.032861793,0.052925735,0.037561037,0.095269975,0.025740026,0.071700992,0.084848485,0.050746302,0.057712285,0.066354555,0.021309467,0.08575839,0,0.126036163,0.077967345,0.111062954,0.247797357,0.122995297,0.054958476,0.124541698,0.088003761,0.047925024,0.0708061,0.075923261,0.058203743,0.069572043,0.029301756,0.040084751,0.016075735,0.0295733
OTU203,0,0,0,0,0,0,0,0,0,0.011551012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010585147,0,0,0,0.122044241,0,0,0.061559771,0,0.194448884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017236327,0,0,0
OTU204,0.09949812,0.061612487,0.081966179,0.065435259,0.04108662,0.068792295,0.080278298,0.032440449,0.048204387,0,0,0.062355573,0.031808639,0.079035764,0,0.109924623,0,0.053543751,0.024399596,0.097099948,0.070222253,0.04055881,0.006204051,0,0.03672083,0.038282475,0.056334502,0.012702176,0,0.121018616,0.03003003,0.056445461,0.065454545,0.022063609,0,0.04423637,0.07191945,0.031444743,0.054252001,0.074329019,0.096312603,0.108354101,0.066865953,0.072350175,0.008141996,0.076820113,0.112114381,0.221875111,0.051742919,0.10198647,0.058203743,0.089194927,0.072392575,0.011452786,0.067875324,0.031685678
OTU205,0.026337738,0.01466964,0.035308508,0.042475519,0.03262761,0.011198746,0.026759433,0,0.025307303,0.011551012,0,0.011003925,0,0.00987947,0,0,0,0.005636184,0.006971313,0,0.031600014,0.04055881,0,0.005850177,0,0.046926905,0.032861793,0.012702176,0,0.005149728,0,0.012204424,0.019393939,0,0.019237428,0.007372728,0.010654733,0.008575839,0,0,0.011465786,0.01083541,0.011799874,0.007235017,0.008141996,0.047721585,0.018082965,0,0.021786492,0.01133183,0.013431633,0.014271188,0.003447265,0.011452786,0.007144771,0.006337136
OTU206,0.004389623,0,0,0.005739935,0.01570959,0,0,0,0,0,0,0,0,0,0.036023055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007724593,0.004290004,0,0,0,0.007694971,0,0,0,0,0,0.006879472,0,0,0,0,0,0,0,0,0,0,0.007135594,0,0,0,0
OTU207,0.068770759,0.010268748,0.036569526,0.02295974,0.04108662,0.046394804,0.053518865,0.069515247,0.025307303,0.025989777,0,0.084363423,0.057255551,0.019758941,0,0,0.03500175,0.059179935,0.038342222,0,0.012288894,0.022532672,0.015510128,0.029250885,0.027540622,0.024698371,0.023472709,0.078330087,0.087642419,0.139042665,0.036465036,0.056445461,0.060606061,0.089357618,0.011542457,0.088472739,0.07191945,0.091475616,0.009042,0.033932813,0.022931572,0.03250623,0.031466331,0,0.020354991,0.018623058,0,0,0.027233115,0.004532732,0.04477211,0.007135594,0.012065429,0.011452786,0.037510047,0
OTU208,0.046822645,0.013202676,0.052962762,0.018367792,0.02296017,0.035196058,0.026759433,0,0.006025548,0.03754079,0,0.029343799,0,0.024698676,0,0,0,0,0.013942626,0,0.010533338,0,0.027918231,0,0.022950519,0.027168208,0.032861793,0.016936235,0.025040691,0.033473234,0.09009009,0.079328757,0.004848485,0.045230399,0.034627371,0.022118185,0.021309467,0,0,0,0.027517887,0.024379673,0,0.026528397,0,0,0,0.031950016,0.005446623,0.003399549,0.002984807,0,0.031025389,0.045811144,0,0.027460921
OTU209,0.071697175,0.070414271,0.058006835,0.072323181,0.0725058,0.006399283,0,0.032440449,0.0373584,0.031765283,0.023266636,0,0.012723456,0,0,0.314070352,0,0.03945329,0,0,0.101822267,0.045065345,0,0.032175973,0.050491141,0.087679218,0,0.025404353,0.037561037,0.09269511,0.004290004,0.042715484,0.00969697,0.035301775,0.019237428,0.066354555,0.021309467,0.045737808,0.018084,0.011310938,0,0,0.023599748,0,0,0.002327882,0.002411062,0.007100004,0,0,0.029848073,0.008919493,0.003447265,0,0,0.010561893
OTU210,0.002926415,0,0.022698327,0.004591948,0.00483372,0.01919785,0,0,0.019281755,0,0,0.00733595,0.012723456,0,0,0,0,0,0,0,0,0,0.009306077,0.026325796,0,0.018523778,0.010953931,0,0,0.010299457,0.023595024,0.009153318,0.004848485,0.004412722,0,0.014745457,0.0159821,0,0.009042,0,0,0,0,0.021705052,0,0.003491823,0,0.01952501,0.02587146,0.003399549,0.005969615,0,0.010341796,0,0,0.004224757
OTU211,0,0.002933928,0,0.003443961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005149728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU212,0.14924718,0.195106208,0.162671341,0.151534285,0.161929621,0.119986562,0.013379716,0.027806099,0.100024102,0.135724393,0,0.055019624,0.114511101,0.138312586,0.07204611,0.078517588,0.03500175,0.208538819,0.01045697,0.084153288,0.056177803,0.099143758,0.111672922,0.099453008,0.105572386,0.143250553,0.098585378,0.118553646,0.169024665,0.146767258,0.126555127,0.097635393,0.075151515,0.100389423,0.092339656,0.140081837,0.114538384,0.108627294,0.058773001,0.117956921,0.126123647,0.108354101,0.074732536,0.081996865,0.02239049,0.050049467,0.104881195,0.074550037,0.103485839,0.052126418,0.083574605,0.096330521,0.122377924,0.011452786,0.087523444,0.118293198
OTU213,0.030727361,0.002933928,0.046657671,0.033291623,0.00845901,0.006399283,0,0,0.027717522,0.020214271,0,0.011003925,0,0,0.036023055,0,0,0,0.006971313,0,0.010533338,0,0.012408102,0.014625442,0,0.004939674,0.009389084,0.029638411,0,0,0.004290004,0.007627765,0.007272727,0.007722263,0.007694971,0,0.005327367,0,0,0.003231696,0.018345258,0,0,0.00964669,0.006106497,0.002327882,0.010849779,0.023075012,0.023148148,0,0.013431633,0.007135594,0.015512695,0,0.014289542,0
OTU214,0.005852831,0,0.003783054,0,0,0,0.020069575,0.060246547,0.014461316,0.005775506,0,0,0.012723456,0,0,0,0,0.011272369,0,0.01941999,0.008777782,0,0.040326333,0,0.013770311,0.043222149,0.025037556,0,0,0.010299457,0.015015015,0.024408848,0.004848485,0.020960429,0.0269324,0,0.026636833,0.008575839,0,0,0,0,0.007866583,0,0,0.003491823,0.008438717,0,0.005446623,0.035128673,0,0.008919493,0,0,0.014289542,0
OTU215,0.005852831,0,0,0,0.00241686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012702176,0.025040691,0,0,0,0,0.003309541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010446826,0,0,0.028631965,0,0
OTU216,0.320442474,0.547177561,0.282468065,0.29503266,0.352861562,0.206376886,0.046829007,0.185373992,0.248252591,0.057755061,0,0.091699373,0.184490108,0.246986762,0,0.266959799,0.192509625,0.273354939,0,0.181253237,0.414311295,0.139702569,0.245060024,0.274958317,0.133113008,0.482853156,0.03442664,0.489033788,0.162764492,0.177665628,0.068640069,0.070175439,0.087272727,0.081635355,0.111577084,0.16957275,0.05593735,0.162940941,0.090420001,0.143810493,0.066501559,0.083974428,0.08653241,0,0.33992835,0.436477914,0.266422346,0.131350066,0.072167756,0.185842012,0.52532609,0.540521255,0.184428702,0.406573899,0.489416808,0.219687368
OTU217,0.162416048,0.19217228,0.166454395,0.079211103,0.06525522,0.033596237,0,0.0092687,0.07110147,0,0.732899023,0.011003925,0.095425918,0.019758941,0,0,0,0.005636184,0.027885252,0,0.029844458,0.139702569,0.024816205,0.029250885,0.041310934,0.049396742,0.109539309,0.061393852,0,0.332157479,0.017160017,0.013729977,0.206060606,0.16437389,0.050017314,0.007372728,0,0.022868904,0.194403002,0.043627902,0,0.070430166,0,0.055468467,0.020354991,0.05237735,0.036165929,0.046150023,0.023148148,0.125783313,0.097006238,0.01248729,0.034472655,0.011452786,0.014289542,0.008449514
OTU218,1.025708558,1.070883699,0.732651543,0.819662721,0.822940835,0.62393012,0.943270003,0.329038836,0.533863582,0.479367005,0.919032108,0.854638154,0.769769069,0.656984786,0.252161383,1.507537688,0.17500875,0.648161195,0.934155948,0.841532885,1.497489554,0.527264534,0.207835717,1.164185217,0.358028091,1.045976018,0.320793691,0.393767465,0.532114686,1.181862657,0.407550408,0.81006865,1.267878788,0.826282172,0.757954677,0.869981937,0.868360769,1.412154822,0.140151001,0.580089518,0.325628325,0.525517391,0.432662052,0.595683106,0.081419964,0.270034336,0.403852877,0.083425042,0.183823529,0.222103868,0.483538788,0.397809373,0.156850578,0.286319647,0.25542556,0.297845374
OTU219,0.054138683,0.07774909,0.052962762,0.060843311,0.07733952,0.060793191,0.040139149,0.074149597,0.046999277,0.144387652,0.069799907,0.110039247,0.012723456,0.049397352,0,0.188442211,0,0.081724672,0.052284848,0.032366649,0.103577824,0.076611086,0.089958743,0.125778805,0.032130726,0.067920521,0.035991487,0.082564146,0,0.079820789,0.077220077,0.099160946,0.038787879,0.027579512,0.053864799,0.070040919,0.058601034,0.014293065,0.036168,0.135731252,0.04127683,0.094809839,0.066865953,0.072350175,0.048851979,0.101262876,0.065098673,0.051475026,0.063997821,0.05665915,0.026863266,0.033894072,0.049985349,0.085895894,0.07859248,0.046472328
