,ITS_1,ITS_2,ITS_3,ITS_4,ITS_5,ITS_6,ITS_7,ITS_9,ITS_10,ITS_11,ITS_13,ITS_14,ITS_15,ITS_16,ITS_17,ITS_18,ITS_19,ITS_20,ITS_21,ITS_22,ITS_23,ITS_24,ITS_25,ITS_26,ITS_27,ITS_28,ITS_29,ITS_30,ITS_31,ITS_32,ITS_33,ITS_34,ITS_35,ITS_36,ITS_37,ITS_38,ITS_39,ITS_40,ITS_41,ITS_42,ITS_43,ITS_44,ITS_45,ITS_46,ITS_47,ITS_48,ITS_49,ITS_50,ITS_51,ITS_52,ITS_53,ITS_54,ITS_55,ITS_56,ITS_57,ITS_58,ITS_59,ITS_60
OTU257,0.000478409,0.002434857,2.95E-05,0.000522216,0.000884,0.00014115,0,6.35E-05,3.75E-05,0.000672755,0.000270064,0,0.000377558,0.000222627,0,0,0.001276876,0.000326087,0.000379758,0.000100184,0.000445497,0.000950962,0.000122643,0.000440891,0.000292068,0.000368886,4.68E-05,0,2.39E-05,0,0.000599718,0.000641822,0.000280796,0.000424732,0,0,0,0,0,0,0,0,0.000175838,0.000564602,0.001799735,0,0.003826463,0.004101476,0.001683088,0.001879417,0.002518503,0.002129412,0.001016627,0.001832211,0.000584538,0.000578959,0,0.000629273
OTU258,0.002533214,0.001195521,0.000383438,0.003533661,0.002644755,0.002173714,0.002665953,0.002286827,0.017154267,0.003650317,0.000111203,0,0.000271842,0.000104766,0,0.000661605,0.000576654,0,0.001054882,0.00041615,0.000362762,0.000698494,0.000858499,0.002407943,0.000504481,0.002018025,0.000786119,0.003600254,0.001236055,0,0.000219897,0.000941894,0.001642659,0.00231479,0.001892591,0.001963557,0.002980871,0.002538201,0.001543281,0.001231277,0.001262935,0.003108651,0.000309476,0.000282301,0.028037053,0.000944043,0.010073479,0.002064816,0,0.002883489,0.002734375,0.002568718,0.004227613,0.002005606,0.001650156,0.005103984,0.001054724,0.001048789
OTU259,0.000541151,0,8.85E-05,0,0,0.000317588,0.00048562,0,4.69E-05,0.000112126,0.000381267,0.000319251,0.00039266,7.86E-05,0,6.30E-05,0,0.000217391,0.000436018,0.000531747,0.00021002,0.001497976,0,0,0.000106206,0,0,0,0.000231262,0,0,0,0,0,0,0.000630097,0,0.000488677,0.000287926,0,0.002974008,0.009553416,0.002292933,0.001562736,0.000132333,0,0.000185686,0.000516204,0.000218347,0.000205964,0.006558388,0.0020806,0,0,0,0,0,2.83E-05
OTU260,0.001937164,0,9.44E-05,0.000687584,0.000217377,0,0,0,0,0.000112126,0.000111203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU261,0,0.000419371,0,0,5.07E-05,0,0,7.41E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.001272848,0,0.001754734,0.001670298,0,0.001916762,0.001806203,0.000611364,0.001889967,0,0,0.003334139,0.001038946,0.000445969,0,0,0,0,0,0,0,0,0.000330576,0,0,0,0,0,0,0,0,0,0.002427683,0,0.000584538,0.000274244,0.029671702,0
OTU262,0,0,0,0.000113147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU263,0,0,0,0,0,0,0,0,2.81E-05,0,0,0,0,0,0,0,0,0,0,0,0.007274324,0,0,0,0,0,2.81E-05,0,0,0,0.001929093,0,0,0,0,0,0,0,0,0,0,0,0.000745555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063868386
OTU264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000593315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU265,0,0,0,0.000426476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.60E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU266,0,0,0,0,0,0,0,0.000296441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001182711,0,0,0,0,0,0,0,0,0
OTU267,0,0,5.90E-05,0.000226294,3.62E-05,0.000204668,4.96E-05,0,4.69E-05,4.98E-05,7.94E-05,0.000138342,0,3.93E-05,0,7.88E-05,0,6.21E-05,2.81E-05,0.000269727,0,0,0,1.70E-05,0,2.17E-05,1.87E-05,0.000111157,0,0,0,0,0,3.19E-05,0,0,0.000228748,0,0,0,0,0,0.00035871,0,0,0.000237709,0,0,0,0.000107273,0.000210732,0.000329479,3.33E-05,0,0,9.90E-05,0,0.000141728
OTU268,0,0.000920113,4.13E-05,0,0,0,0.000118927,0,0.000131235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU269,0,0,0,0,0,3.53E-05,0,0,0,7.48E-05,3.18E-05,9.58E-05,0,0,0,0,0,0,0,4.62E-05,0,0.000168312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000274994,0,0,0,0,0,0,0,0,0.000909672,0,0,0,0,0,0,0,0
OTU270,0,0,0,0,5.80E-05,0,7.93E-05,0.000169395,0.000281217,0.000199335,0,8.51E-05,0.000256739,0,0,0,0.000411896,0.000108696,0,0,0,0.000109403,0,0.00012718,0.000637239,3.62E-05,0,0,8.77E-05,0,3.00E-05,0,0,0,0,0,0,0,0,0,0.000132404,0,0,0,0.003325981,0,0.000232108,0.002731189,0.001683088,0,0.000647615,0,0.003099879,0.000248533,0.00156739,0.002521521,0.000515239,0
OTU271,0.003905699,0.001483447,0.000294952,0.001488315,0.000557935,0.00141856,0.000792849,0.000455248,0.000534313,0.000149501,0.00028595,0.000266042,0.001223288,0.000170244,0.000697288,0.000299297,0.000453085,0,0.000407888,0.000215781,0,0.000547014,3.77E-05,0.000313711,0,5.79E-05,4.68E-05,0,7.18E-05,0,0.000189911,0.000341749,0.000140398,0.000265458,0.000173632,0.000923165,0.0002216,0.001436855,0,0.000461729,0.000967571,0.000519914,0.000344643,0.003720321,0.001535068,0.001025544,0.000888641,0.001811407,0.001546622,0,0.003525905,0.000640654,0.000211103,0,0,0,0,0.000470538
OTU272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU273,0,0,0,0,0,0,3.96E-05,0,0,0,0,2.13E-05,0,0,0,0,0,3.11E-05,0,0,0.000108192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.94E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU275,0,0,0,0.00021759,0,0,0,0,0.000234348,0,0,0.0001277,0,0,0,0,0,0,0,0,0,0.000294546,0,0,0.000318619,0,0.000364984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU276,0,0,0,0,0,0,0,0,2.81E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000105503,0,0,0,0,0,0,0,0,0,0.000194437,0,0,0,0,0
OTU277,0,0,0,0,0,0,0,0,0,0,0,0,3.02E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002352725,0.000162473,0,0,0,0,0.000238739,0,0.000564062,0,0.00078125,0,0,0,0,0,0.000290958,0.000164405
OTU279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000631467,0,0.000661152,0,0.000176445,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU280,0.001945007,0.001608633,0.002619175,0.000905174,0.000768066,0.003691079,0.000277497,0.000169395,0.000243722,9.97E-05,7.94E-05,0.000319251,0.000362456,0.000261914,0.003664471,0.001496487,0.001112118,0.001304348,0,0.001387166,0.000127285,0.001800937,0.000556609,0,0.000623963,0.000108496,0.000318191,0.000524908,0.000334931,0,0.00048977,0,0.000280796,0,0,0.003993054,0.009271438,0,0.001036532,0,0.000672207,0.00112648,0.000970628,0.002772597,0.000299956,0.001799795,0,0.00016894,0,0,0.005530428,0.000213551,0,0,0,0.00108174,0.00126082,0
OTU281,0.000360767,0,0,0,0,0,0.000475709,0,0,0,9.53E-05,0,0,0,0,0,0,0,0,0.000177249,0.000184563,0,0,0,0,0.000137428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003473071,0.001733046,0,0.001713969,0,0.000427876,0.000278529,0,0.004030314,0.000476291,0.007401316,0.000347784,0,0.000306332,0,0,0,0.000124721
OTU282,0,0,0,0,7.97E-05,0,0,0,0,0,0.000158861,0,0,0.000170244,0,0,0,0.000248447,0.000632929,0,0.000356397,0.000345039,0,0,0,0,0,0,0,0,0,0,0,0.000541533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000100076,0.000647927,0,0,0.00196659,0.000791839,7.24E-05,0,0.00022428,0
OTU283,0,0,0.000194668,0.000182776,0.001268033,0.000381106,0.000386514,0.000190569,0,4.98E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000318319,0.000919782,0,0.001107054,0.000113076,0.000610147,0.000233324,0,0,0.000266626,0.000460684,0
OTU284,0,0,8.85E-05,0,0,0,0,9.53E-05,0,0,0,0.000287326,0,0.000392871,0,0,0,0,0,0.000277433,0.000757344,0,0.003132105,0,0,0,4.68E-05,0,0.002248822,0,0.001439324,0,0,0,0.000694529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU285,0,0,0.000129779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.48E-05,0,0,0,0,0,0,0,0,0.000140398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000167594,0,3.97E-05
OTU286,0,0,0,0,0,0,0,3.18E-05,0.00016873,0,0,0,0.000135921,0.000144053,0,0,0,0.000341615,0,0,0.000407311,0.000159896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55E-05,0,0,0,0,0,0,0,0,0
OTU288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.63E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU289,0,0,0,0,0,0,0,0,0,0,0,3.19E-05,0,2.62E-05,0,0,0,0.000652174,0,0,9.55E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33E-05,0,0,0,0,0,0,0,0,0,0,0
OTU290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU291,0,0,0.000100284,0,0,0,0,0,0,0,0.000111203,0,0,0,0,0,0,0,0,2.31E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25E-05,0,0,0,0,0,0,0.000285179,7.58E-05,0,0,0,0.000563709,0,0,0,0,0.000149054,0.000329479,0,0,0,0,0,0
OTU292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000286832,0,0,0,0,0,0,0,0,0.000118271,0,0,0,0,0,0,0,0,0
OTU293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000234665,0,0,0,0,0,0.000201748,0,0,0,0,0,0,0,0,0,0.003861471,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU294,0,0,0,0.00012185,3.62E-05,0,6.94E-05,7.41E-05,0,0,0.000111203,7.45E-05,7.55E-05,0.001571483,0,4.73E-05,0,0.000450311,4.22E-05,0,0.00016547,4.21E-05,1.89E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000428902,0,0,0,0.000193514,0.000216631,7.03E-05,0.000171397,0.008504632,0.000278459,0.000185686,0,0,0,0,0,6.67E-05,0,0,0,0,0
OTU295,0,0,0.000112082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114689,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.27E-05,0
OTU297,0,0,0,0,0,2.12E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018903,0,0,0,0.001510469,0,0,0,0,0.000517756,0.000108496,0.000159096,0,0,0,0,0.00012503,0.001740937,0.000711426,0,0,0,0,0.000287926,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000944408,0,0.000600057,0,0,0
OTU299,0,0,0,0.000243701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU300,0,0,0,0,0,0.000134093,0.000317139,0.000264679,3.75E-05,6.23E-05,0,0,0,0,0,0,0,0,0.000815775,0.000161836,0,0,0,0.000406976,0.000212413,0.000556946,0.000205888,0.000518733,0,0,0,0,0.000365035,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001293172,0.001783251,0.000191053,0.000720872,0,0.000341682,0,0,0,0,0,0
OTU301,0,0,0,0,0,0,0,0,0,0,0.001080257,0.000723635,0,0.005709721,0,0.002299865,0,0,0,0,0,0,0,0.000305232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000441773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU303,0,0.000563334,0,0,0.00012318,0,9.91E-05,0.000232918,0,0,0,0.000510801,0.000226535,0,0,0,0,0.000543478,9.85E-05,0.000223488,0,0,0.000113209,0,0,0,0,0.000444628,0,0,0,0.000275066,0.000238677,0,0,0.000410295,0,0,0,0,0,0,0,0,0.000132333,0,0,0,0,0,0,0.000945727,0,0,0,0,0,0
OTU304,0.000345082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000263975,0,0,0,0,0.000103775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67E-05,0,0,0,9.09E-05,5.67E-05
OTU305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15E-05,0,0,0,0,0,0,0,0
OTU306,0.000352925,0,0.000117981,0.000400366,0,0,0,0.000116459,0,0.000174418,0,0.003043525,0.004485389,0,0.000318972,0,0,0.001692547,0,0,0,0,0.00030189,0.00830062,0,0,0.001478653,0.000920134,0,0.009823461,0,0,0.003383596,0.000541533,0.00097234,0,0,0.001137814,0,0,0.001965697,0.002068824,0,0.00153249,0.000732245,0.003246422,0,0,3.64E-05,0,0,5.49E-05,0.002910998,0.000918995,0,0.00108174,0.003249036,0.000175743
OTU307,0,0,0,0,0,0,0,2.12E-05,0,0,0.000190634,0.000223476,0.00045307,0,0,0,0,0,0,0,0.000140013,5.05E-05,3.77E-05,0,0,0,0,0,0,0,0,0,0,0,0.000190995,0,0,0,0,0.000979425,0,0,0,0,0,0,0,6.57E-05,0,0,0,0.000402697,0.000127773,0,0,0.030303954,0.000606163,0.001519326
OTU308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73E-05,0,6.21E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.21E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU310,0.00620363,0.009870871,0.005031884,0.005874929,0.002833149,0.00578716,0.002715506,0.001450441,0.001284227,0.0012583,0.000873737,0.000393743,0.000679604,0.00133576,0.007558899,0.000992407,0.0027597,0.002888199,0.002827084,0.001233036,0.002405682,0.001775691,0.000509439,0.001280279,0.000836376,0.001229621,0.000271398,0.001599427,0.000749607,0,0.005807271,0.001542039,0.000252717,0.000329167,0.002847568,0.002981969,0.00149401,0.005010758,0.003167181,0.002966259,0.000753687,0.000433261,0.001040963,0,0.000688134,0,0.007440713,0.002402696,0.000682333,0.002355708,0.000945724,0.000402697,0.005010916,0.000959454,0.002001914,0.003161423,0.00085469,0.000578251
OTU311,0,0,0,0,0.000326066,0,0,0,0,0,0,0,0,0,0,0,0,0.001164596,0,2.31E-05,0.000140013,0.000269299,0,0,0.000371723,0.000224225,0,0,0,0,0.000249883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98E-05,0,0.000209249,0,0,0.000189145,0,0,0,0,0,0
OTU312,0,0,5.90E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU313,0,0,0,0,0,0,0,0,0,0,0.000333609,0,0,0.000117861,0,0,0,0,0.006371487,0,0,0,0,0,0.000305344,0,0,0,0,0,0.000699671,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000220556,0,0,0,0,0,7.71E-05,0,0,0,0,0,0,0
OTU314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU315,0.000486252,0,1.18E-05,0,3.62E-05,7.76E-05,0.000356782,0.000423487,0.00069367,0.000199335,0,0,6.04E-05,0.000301201,0,0.000157525,0,0.000124224,0.000168781,0.000107891,0.000101828,0.000353455,3.77E-05,0,0.000185861,5.06E-05,0,0.000216139,0.000255185,0,0,0,0,0.000222984,0,0,0,0,0,0.000475721,0,5.42E-05,0,0,0.000432289,0,0,0.000647602,0,0,0.000174753,0.000244059,8.33E-05,0,0.000263818,0,3.03E-05,0
OTU316,0,0,0.000106183,0.000469994,0.000557935,7.06E-05,0,0.000518771,0.0002156,8.72E-05,0.000444812,0,9.06E-05,0.001348856,0.006802267,0.000283545,0.000164758,0.000434783,0.000815775,0.000223488,0.001330126,7.57E-05,0.000424532,0.001517682,0.000730169,0,3.74E-05,2.47E-05,0.000183415,0,0.001069497,0,0,0,0,0,0,0,0.000218823,0,0,0,0.000330576,0,0.000211734,0,0.001140644,0,0.000218347,0,0,9.76E-05,0.000116662,0.001364044,0.000775936,0.000578959,0.002885338,0.000827693
OTU317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62E-05,0,0,0,0,0,0,0,0,0,0,0
OTU318,0,0,0.000129779,0.000574438,0,0.000606946,0,0,0,0,7.94E-05,6.39E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00458174,0,0,0,0,0,0,9.10E-05,0,0,0,0,0,0,0,0,0
OTU319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU320,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001479813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU321,0.001592082,0,0,0.002071457,7.25E-05,0.001079799,0,0.000105872,0,0,0,0.002351814,0,0,0,0.000220535,0.000494275,0.000108696,8.44E-05,0.00013101,0,0,5.66E-05,0.000203488,0.000238964,0.000173594,0.000364984,0.000234665,0,0,0,0.000150036,0.000168478,0.000138038,0,0.000549503,0,4.38E-05,0,0,0,0,0,0.001078792,0,0.000230917,4.64E-05,0,0,0,0.000663035,0,0.003899848,0.000433488,0.001996741,0.000518016,0,0.000277787
OTU322,0.004791931,0.000863779,0,0.000757213,0.001210066,0.000479911,0.000634279,0.000190569,0,0,0,0,0,0,0.001839653,0,0,0.001599379,0.001378379,3.08E-05,0,0.000833144,0.000622647,0.002611431,0.000384998,0.003544201,0,0.001148623,0.000287084,0,0.000539746,0.001366997,0,8.49E-05,0,0.000227128,0,0.00013858,5.76E-05,0.000328807,0,4.33E-05,0,0,0.002249669,0,0,0,0,0,0,0.000183044,0.003594305,0.000265873,0.000408659,0.000373276,0.000424314,7.94E-05
OTU323,0.000133327,0,0,0,0,0,0,0,0.000290591,0.000274085,7.94E-05,0,0,0,0,0,0,0,0.000112521,0,2.55E-05,0.000159896,0.000113209,0.000101744,0,1.45E-05,5.62E-05,0,0,0,0,0,0,3.19E-05,0,0,0,0,0,0,0.000142589,0.000368272,0,0,0,0,4.64E-05,0,0,0,0,0,0,0,0,0,0,0
OTU324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32E-05,0,0,0,0,0,0,0,0,0,0,0
OTU325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000451444,0,0,0,0,0,0,0,0.001160533,0,0,0,0,0,0,0,0,0.000695567,0,0,0,0,0,0
OTU326,0.021253902,0.012293209,0.027194592,0.045981113,0.029918339,0.02867467,0.031446354,0.013742139,0.027521818,0.010639491,0.03745949,0.022783867,0.027365401,0.139220283,0.011245623,0.061403232,0.045885164,0.051630435,0.108146502,0.039041006,0.042341276,0.045351646,0.021434164,0.009792866,0.023750415,0.027630304,0.028028899,0.048859714,0.018764105,0.03951442,0.038331984,0.035033466,0.037724988,0.0443208,0.027294984,0.025218519,0.027521231,0.051646548,0.026800111,0.047893886,0.031695592,0.009260964,0.037657551,0.017452236,0.014803705,0.024368544,0.021532973,0.016997194,0.018968858,0.021089804,0.02004523,0.022917112,0.019415912,0.013547958,0.010619973,0.022236612,0.018015178,0.015822534
OTU327,0.000305868,0,0,0,0,0,0,0,7.50E-05,0,0,0.00019155,0,5.24E-05,0,0.000362307,0,0,0,0.000115597,2.55E-05,5.89E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000164413,0,0,0,0,0,0,0,0,0,3.98E-05,0,0,0,0,0.000140334,0,0,5.69E-05,0,0,0
OTU328,0,0,0,0,0,0,0,0,0,0,0,0,0.000105716,2.62E-05,0.000504421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000225476,0,0,0,0,0,0,0,0,0,0,0
OTU329,0,0,0,0,0,0,0.000109017,0,0,0,0,0,0,9.17E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109403,0,0,0,0,0,0,0,0,0.000919568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001526521,0,0,0,0,0,0,0.000317471
OTU331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000449934,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00122952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU333,0.000925447,0,0,6.96E-05,0,0.000388163,0,0.000624643,0,0.000660296,0,0,0,0,0,0.000110267,0.000617843,0.000201863,0,0.000423856,0.000859172,0.001287586,0.000103775,0.000220445,0.000345171,0,0.000102944,0.000784275,0.001100487,0,0,0,0.000168478,0,0.000295175,0.002703554,0,0.005061814,0.000207306,0.029095921,0,0,0,0,0,0,0,0,0,0.000647927,0,0,0.000172216,0,0,0,0,0
OTU334,0.000101956,0.000400593,0,0,5.80E-05,0.000381106,0.000525262,0.000158807,0.000496818,0.000921923,0,0.000266042,4.53E-05,0,0.000459913,3.15E-05,0.000411896,0,0.000168781,0.000161836,4.45E-05,0,0,0,0,0,0,6.18E-05,8.77E-05,0.000456905,0.000219897,1.67E-05,0,0.000222984,0.000468807,0.000234455,0,0.00013858,0.000184272,0.000601647,0,0,2.81E-05,0.000635177,0.000141156,0.000502584,0,0,1.82E-05,0.000107273,0,0.00029287,0,0.000317892,0.000465561,0,2.42E-05,2.27E-05
OTU335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.66E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000947201,0,0.000105503,0,0.000546978,0,0.003203088,0.03713854,0.000309324,0.000729454,0.00025185,0.003904939,0,0,0,0,0,0.000255111
